Date,Open,High,Low,Close,Volume
2022-07-31 23:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 01:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 03:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 05:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 07:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 09:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 11:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 13:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 15:30,224.697,224.697,224.697,224.697,0.0
2022-08-01 17:30,222.647,228.056,220.636,227.886,1096.5990000000002
2022-08-01 19:30,227.977,228.337,225.046,225.526,1102.9952
2022-08-01 21:30,225.617,226.346,222.806,226.177,809.5324
2022-08-01 23:30,226.166,226.377,224.916,226.126,531.9827
2022-08-02 01:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 03:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 05:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 07:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 09:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 11:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 13:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 15:30,226.126,226.126,226.126,226.126,0.0
2022-08-02 17:30,222.696,228.117,221.546,224.557,1156.3662
2022-08-02 19:30,224.546,226.817,223.226,225.747,1020.9511
2022-08-02 21:30,225.756,225.846,221.617,222.036,921.102
2022-08-02 23:30,222.036,222.597,220.846,221.316,555.3305
2022-08-03 01:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 03:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 05:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 07:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 09:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 11:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 13:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 15:30,221.316,221.316,221.316,221.316,0.0
2022-08-03 17:30,223.276,227.717,222.186,225.277,1233.1873
2022-08-03 19:30,225.607,227.127,224.166,226.747,817.3689999999999
2022-08-03 21:30,226.677,228.077,226.167,226.516,760.0011
2022-08-03 23:30,226.516,227.867,225.697,226.597,491.7877
2022-08-04 01:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 03:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 05:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 07:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 09:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 11:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 13:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 15:30,226.597,226.597,226.597,226.597,0.0
2022-08-04 17:30,227.286,231.926,225.186,227.016,1514.1736
2022-08-04 19:30,227.017,230.176,226.296,227.616,1353.9131
2022-08-04 21:30,227.626,230.477,227.506,230.086,1146.7794
2022-08-04 23:30,230.096,230.897,229.236,229.837,728.88
2022-08-05 01:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 03:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 05:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 07:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 09:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 11:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 13:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 15:30,229.837,229.837,229.837,229.837,0.0
2022-08-05 17:30,225.386,228.536,223.126,227.577,1194.1805
2022-08-05 19:30,227.706,227.717,222.776,225.616,1362.815
