Date,Open,High,Low,Close,Volume
2022-07-31 23:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 01:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 03:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 05:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 07:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 09:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 11:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 13:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 15:30,890.577,890.577,890.577,890.577,0.0
2022-08-01 17:30,903.517,935.396,895.877,909.586,2899.7261
2022-08-01 19:30,909.587,917.206,900.517,902.977,2396.1271
2022-08-01 21:30,903.107,904.636,884.926,902.997,2198.9319
2022-08-01 23:30,903.316,904.387,888.026,891.546,1164.5864
2022-08-02 01:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 03:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 05:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 07:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 09:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 11:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 13:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 15:30,891.546,891.546,891.546,891.546,0.0
2022-08-02 17:30,881.676,919.846,877.996,915.826,3000.0452
2022-08-02 19:30,915.577,923.317,905.696,918.006,2754.8467
2022-08-02 21:30,918.006,920.827,898.076,909.316,2417.6121000000003
2022-08-02 23:30,909.317,911.756,899.997,901.087,1276.8292
2022-08-03 01:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 03:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 05:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 07:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 09:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 11:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 13:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 15:30,901.087,901.087,901.087,901.087,0.0
2022-08-03 17:30,914.997,928.247,903.286,913.316,3402.7982
2022-08-03 19:30,913.317,927.216,909.996,923.696,3177.7072
2022-08-03 21:30,923.697,928.217,918.096,923.816,3008.2205
2022-08-03 23:30,923.816,926.102,921.556,921.786,1580.3097
2022-08-04 01:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 03:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 05:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 07:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 09:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 11:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 13:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 15:30,921.786,921.786,921.786,921.786,0.0
2022-08-04 17:30,932.987,940.307,918.716,925.816,2669.1357
2022-08-04 19:30,925.816,927.486,914.836,922.007,2294.6539
2022-08-04 21:30,922.007,925.747,918.996,922.427,1666.5809
2022-08-04 23:30,922.427,927.697,920.707,925.247,988.5308
2022-08-05 01:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 03:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 05:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 07:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 09:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 11:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 13:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 15:30,925.247,925.247,925.247,925.247,0.0
2022-08-05 17:30,908.127,912.226,895.996,897.677,2619.5321
2022-08-05 19:30,897.666,898.406,868.407,875.947,2858.1734
2022-08-05 21:30,875.937,884.057,860.176,862.346,2252.4182
2022-08-05 23:30,862.347,867.937,856.507,863.627,1393.6541
2022-08-06 01:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 03:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 05:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 07:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 09:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 11:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 13:30,863.627,863.627,863.627,863.627,0.0
2022-08-06 15:30,863.627,863.627,863.627,863.627,0.0
