Date,Open,High,Low,Close,Volume
2022-07-31 23:30,1765.698,1765.698,1765.698,1765.698,0.0
2022-08-01 01:30,1764.809,1766.11,1762.898,1763.134,450080.0073
2022-08-01 03:30,1763.124,1763.968,1760.338,1762.574,1592889.9646
2022-08-01 05:30,1762.644,1765.734,1760.948,1764.484,3183830.0228
2022-08-01 07:30,1764.504,1764.908,1759.552,1760.198,1873350.0242
2022-08-01 09:30,1760.218,1764.724,1758.208,1763.127,2944989.9196
2022-08-01 11:30,1763.127,1767.306,1762.128,1765.435,3369580.0305
2022-08-01 13:30,1765.435,1774.882,1764.658,1771.224,3906539.917
2022-08-01 15:30,1771.184,1775.314,1765.636,1769.284,4745439.8871
2022-08-01 17:30,1769.284,1774.707,1766.188,1768.168,9095919.6091
2022-08-01 19:30,1768.158,1773.314,1764.098,1772.934,5105469.9421
2022-08-01 21:30,1772.864,1772.894,1766.388,1769.118,3206400.0369
2022-08-01 23:30,1769.118,1772.498,1768.634,1771.968,2277649.9986
2022-08-02 01:30,1771.438,1772.138,1770.788,1771.564,340773.9997
2022-08-02 03:30,1771.564,1780.388,1770.718,1780.184,1869950.0263
2022-08-02 05:30,1780.224,1780.234,1773.908,1775.528,2827289.9389000004
2022-08-02 07:30,1775.488,1775.488,1772.684,1772.858,1988880.0382
2022-08-02 09:30,1772.858,1776.068,1771.258,1774.306,2939679.9803
2022-08-02 11:30,1774.354,1774.961,1768.797,1773.284,3572149.992
2022-08-02 13:30,1773.24,1776.284,1772.498,1773.588,3058820.0092
2022-08-02 15:30,1773.594,1787.928,1773.428,1784.888,5002949.9531
2022-08-02 17:30,1784.888,1786.034,1774.518,1776.73,9078430.1758
2022-08-02 19:30,1776.744,1782.061,1773.088,1776.078,5887030.1247000005
2022-08-02 21:30,1776.078,1777.038,1765.258,1766.234,4498179.9125
2022-08-02 23:30,1766.214,1767.378,1759.818,1759.928,3238792.0618000003
2022-08-03 01:30,1760.598,1762.018,1756.008,1759.488,469680.0113
2022-08-03 03:30,1759.488,1759.558,1754.828,1756.598,1785640.0609
2022-08-03 05:30,1756.598,1767.025,1755.368,1765.178,3115670.085
2022-08-03 07:30,1765.141,1769.898,1765.076,1768.743,2089259.9821
2022-08-03 09:30,1768.743,1770.568,1766.835,1767.662,2940310.0014
2022-08-03 11:30,1767.788,1769.554,1764.032,1765.062,3038789.9876
2022-08-03 13:30,1765.062,1766.784,1760.18,1763.242,2674399.9719
2022-08-03 15:30,1763.242,1772.358,1762.907,1771.834,3783919.9305
2022-08-03 17:30,1771.814,1772.662,1754.198,1757.318,7398990.1543
